movie_id,title,year,certificate,runtime_minutes,genre,rating,metascore,description,director,stars,votes,gross_millions
tt1000661,An Story 554,2012,R,137,"Biography, Romance",7.7,77.0,A thrilling biography adventure.,Jordan Peele,"Al Pacino, Natalie Portman, Christian Bale, Will Smith, Johnny Depp",129266,
tt1000094,Chariots of Fire,1984,R,151,"Biography, Comedy, Family",7.7,,An epic biography tale directed by Sam Mendes.,Sam Mendes,"Jack Nicholson, Timothée Chalamet, Chris Hemsworth, Margot Robbie, Brad Pitt",880921,
tt1000088,The Last Emperor,1993,PG-13,114,Horror,7.7,,A thrilling horror adventure.,Peter Jackson,"Jennifer Lawrence, Robert Downey Jr., Viola Davis",692883,68.34
tt1000796,An Dreams 689,2017,PG-13,137,Thriller,7.7,,An epic thriller tale directed by Danny Boyle.,Danny Boyle,"Mark Ruffalo, Amy Adams, Will Smith",3754,886.53
tt1000869,The Mission 762,2013,G,75,"Animation, Family",7.6,76.0,A critically acclaimed animation masterpiece.,Spike Lee,"Viola Davis, Edward Norton, Tom Cruise",405271,
tt1000950,Lost Chronicles 843,2019,R,109,"Biography, Drama",7.6,,A critically acclaimed biography masterpiece.,George Lucas,"Brad Pitt, Robert De Niro, Denzel Washington",11415,
tt1000828,An Chronicles 721,2017,PG-13,109,"Horror, Biography",7.6,,A critically acclaimed horror masterpiece.,David Fincher,"Samuel L. Jackson, Timothée Chalamet, Cate Blanchett",33500,646.3
tt1000841,Lost Dreams 734,2000,PG,113,"Fantasy, Mystery, Musical",7.6,81.0,A fantasy film set in 2000.,Taika Waititi,"Daniel Day-Lewis, Tom Cruise, Scarlett Johansson, Zendaya, Gary Oldman",123504,167.38
tt1000776,Last Kingdom 669,2024,PG,133,Action,7.6,70.0,A action film set in 2024.,Stanley Kubrick,"Harrison Ford, Matt Damon, Margot Robbie, Denzel Washington",38524,699.85
tt1000821,An Legend 714,2004,R,95,Western,7.6,71.0,An epic western tale directed by Alfred Hitchcock.,Alfred Hitchcock,"Emma Stone, Will Smith, Cate Blanchett, Robert Downey Jr.",226598,197.19
tt1000043,Moonlight,1957,PG-13,109,"War, Romance",7.6,70.0,A thrilling war adventure.,Francis Ford Coppola,"Samuel L. Jackson, Jennifer Lawrence, Viola Davis, Cate Blanchett",39815,23.66
tt1000187,Final Adventures 80,1984,PG-13,161,"Documentary, Mystery, Musical",7.6,81.0,A critically acclaimed documentary masterpiece.,Robert Zemeckis,"Denzel Washington, Daniel Day-Lewis, Jack Nicholson, Christian Bale, Natalie Portman",22029,
tt1000006,Fight Club,1966,R,101,"Musical, Action",7.6,66.0,A thrilling musical adventure.,George Lucas,"Mark Ruffalo, Margot Robbie, Amy Adams",323724,126.06
tt1000033,Titanic,1940,R,115,Musical,7.6,84.0,A musical film set in 1940.,Steven Spielberg,"Harrison Ford, Mark Ruffalo, Gary Oldman",19114,139.52
tt1000335,Dark Revolution 228,2012,PG-13,127,"Comedy, Thriller",7.6,63.0,An epic comedy tale directed by Spike Lee.,Spike Lee,"Tom Cruise, Amy Adams, Edward Norton",155244,
tt1000348,Last Awakening 241,2003,PG-13,116,"Sci-Fi, War, Mystery",7.6,66.0,A sci-fi film set in 2003.,Ridley Scott,"Matt Damon, Margot Robbie, Robert Downey Jr., Cate Blanchett",159290,263.02
tt1000991,An Kingdom 884,2005,Not Rated,159,"Adventure, Comedy",7.6,,A adventure film set in 2005.,Taika Waititi,"Timothée Chalamet, Harrison Ford, Kate Winslet",70166,318.3
tt1000117,First Empire 10,1989,PG-13,149,"Action, Crime",7.6,,An epic action tale directed by Wes Anderson.,Wes Anderson,"Harrison Ford, Amy Adams, Zendaya, Keanu Reeves, Chris Hemsworth",28261,128.48
tt1000125,A Love 18,1983,R,104,Horror,7.6,78.0,A thrilling horror adventure.,Quentin Tarantino,"Denzel Washington, Jack Nicholson, Tom Hanks, Morgan Freeman, Gary Oldman",47296,196.91
tt1000537,Final Revolution 430,2002,R,88,"Musical, Horror",7.6,88.0,A critically acclaimed musical masterpiece.,Wong Kar-wai,"Brad Pitt, Morgan Freeman, Viola Davis, Meryl Streep, Florence Pugh",53276,358.22
tt1000272,An Kingdom 165,2014,G,125,Action,7.6,85.0,An epic action tale directed by Stanley Kubrick.,Stanley Kubrick,"Natalie Portman, Morgan Freeman, Al Pacino",67739,738.99
tt1000604,Dark Adventures 497,2018,PG-13,152,Thriller,7.6,72.0,A critically acclaimed thriller masterpiece.,Quentin Tarantino,"Harrison Ford, Timothée Chalamet, Tom Hanks, Scarlett Johansson, Robert Downey Jr.",40022,793.27
tt1000737,Lost Revolution 630,2011,PG,132,Comedy,7.6,76.0,A comedy film set in 2011.,Pedro Almodóvar,"Gary Oldman, Harrison Ford, Kate Winslet, Brad Pitt",30389,
tt1000985,The Revolution 878,2006,PG-13,154,"Romance, Horror",7.6,,A romance film set in 2006.,David Fincher,"Margot Robbie, Denzel Washington, Johnny Depp, Daniel Day-Lewis, Robert Downey Jr.",41989,446.79
tt1000404,Dark Mystery 297,2006,R,105,Horror,7.6,,An epic horror tale directed by Ryan Coogler.,Ryan Coogler,"Al Pacino, Chris Hemsworth, Scarlett Johansson",38467,118.55
tt1000744,Lost War 637,2017,PG,80,Documentary,7.6,,An epic documentary tale directed by Hayao Miyazaki.,Hayao Miyazaki,"Johnny Depp, Scarlett Johansson, Tom Hanks",9732,
tt1000090,Out of Africa,1995,G,148,"Horror, Adventure",7.6,,A critically acclaimed horror masterpiece.,Wes Anderson,"Will Smith, Denzel Washington, Amy Adams",342746,171.87
tt1000074,A Beautiful Mind,1984,PG-13,133,Biography,7.6,,A biography film set in 1984.,Clint Eastwood,"Florence Pugh, Brad Pitt, Will Smith",17698,
tt1000047,Joker,1967,PG-13,146,Musical,7.6,,A musical film set in 1967.,Frank Darabont,"Gary Oldman, Harrison Ford, Meryl Streep, Florence Pugh, Al Pacino",47388,
tt1000940,First Story 833,2005,PG-13,114,"Crime, Western",7.6,73.0,An epic crime tale directed by Wong Kar-wai.,Wong Kar-wai,"Margot Robbie, Samuel L. Jackson, Natalie Portman, Tom Hanks",55639,
tt1000477,Dark Adventures 370,2018,NC-17,136,"Animation, War, Adventure",7.6,65.0,A critically acclaimed animation masterpiece.,Alfred Hitchcock,"Amy Adams, Matt Damon, Denzel Washington, Morgan Freeman",24968,796.22
tt1000191,First Kingdom 84,1984,PG,115,"Comedy, Crime",7.5,72.0,A comedy film set in 1984.,Alfred Hitchcock,"Robert De Niro, Amy Adams, Mark Ruffalo",1302,
tt1000894,Last Dreams 787,2022,G,113,Adventure,7.5,61.0,A critically acclaimed adventure masterpiece.,Kathryn Bigelow,"Zendaya, Al Pacino, Meryl Streep, Christian Bale",98971,496.0
tt1000812,First Destiny 705,2021,PG,117,Adventure,7.5,72.0,An epic adventure tale directed by Steven Spielberg.,Steven Spielberg,"Amy Adams, Johnny Depp, Will Smith, Timothée Chalamet",31096,
tt1000192,A Mission 85,1996,PG-13,124,Horror,7.5,64.0,A thrilling horror adventure.,Stanley Kubrick,"Anthony Hopkins, Chris Hemsworth, Scarlett Johansson, Jennifer Lawrence, Robert Downey Jr.",6516,
tt1000938,An Revolution 831,2024,R,156,Comedy,7.5,81.0,A comedy film set in 2024.,David Fincher,"Anthony Hopkins, Leonardo DiCaprio, Christian Bale, Florence Pugh",123389,346.51
tt1000523,Last Dreams 416,2011,PG,109,"War, Mystery",7.5,86.0,A thrilling war adventure.,Coen Brothers,"Gary Oldman, Mark Ruffalo, Viola Davis, Harrison Ford",9123,217.68
tt1000493,Lost Secrets 386,2022,Not Rated,111,"Documentary, Action, Western",7.5,90.0,An epic documentary tale directed by George Lucas.,George Lucas,"Matt Damon, Robert De Niro, Florence Pugh",34226,179.08
tt1000521,Dark Awakening 414,2013,R,137,"Romance, Biography",7.5,,An epic romance tale directed by Spike Lee.,Spike Lee,"Florence Pugh, Samuel L. Jackson, Robert De Niro, Leonardo DiCaprio",39261,336.96
tt1000302,Lost Chronicles 195,2004,PG-13,92,"Horror, Fantasy",7.5,,A thrilling horror adventure.,Kathryn Bigelow,"Johnny Depp, Zendaya, Robert Downey Jr.",157664,
tt1000485,Lost Secrets 378,2013,PG-13,84,"Adventure, Animation",7.5,,A critically acclaimed adventure masterpiece.,Clint Eastwood,"Edward Norton, Johnny Depp, Harrison Ford, Natalie Portman, Robert De Niro",106057,134.93
tt1000820,Dark Mission 713,2013,PG,121,"Romance, Horror, Crime",7.5,,A thrilling romance adventure.,Steven Spielberg,"Gary Oldman, Al Pacino, Florence Pugh",123423,
tt1000803,The War 696,2002,G,97,"Comedy, Mystery, Thriller",7.5,78.0,A critically acclaimed comedy masterpiece.,Ridley Scott,"Jennifer Lawrence, Robert De Niro, Matt Damon",601329,
tt1000802,Final War 695,2021,PG-13,94,"Documentary, War",7.5,68.0,An epic documentary tale directed by Ava DuVernay.,Ava DuVernay,"Zendaya, Samuel L. Jackson, Mark Ruffalo",202216,193.82
tt1000620,Dark Destiny 513,2008,PG,117,Adventure,7.5,61.0,A thrilling adventure adventure.,Quentin Tarantino,"Morgan Freeman, Meryl Streep, Matt Damon",196857,252.52
tt1000683,First War 576,2003,R,123,"Thriller, Animation",7.5,,A thrilling thriller adventure.,Christopher Nolan,"Margot Robbie, Brad Pitt, Keanu Reeves",16306,50.49
tt1000640,An Empire 533,2001,PG-13,80,"Fantasy, Biography",7.5,69.0,A critically acclaimed fantasy masterpiece.,Denis Villeneuve,"Scarlett Johansson, Robert Downey Jr., Viola Davis, Daniel Day-Lewis",11978,138.91
tt1000624,First Story 517,2023,R,113,"Crime, Animation",7.5,63.0,A thrilling crime adventure.,Martin Scorsese,"Johnny Depp, Anthony Hopkins, Al Pacino, Robert De Niro, Scarlett Johansson",427394,294.93
tt1000594,Last Secrets 487,2007,PG-13,89,"Western, Thriller",7.5,69.0,An epic western tale directed by Steven Spielberg.,Steven Spielberg,"Johnny Depp, Jennifer Lawrence, Christian Bale",67755,
tt1000671,First Story 564,2010,PG,101,Crime,7.5,71.0,A critically acclaimed crime masterpiece.,Kathryn Bigelow,"Kate Winslet, Samuel L. Jackson, Al Pacino, Viola Davis",44768,419.28
tt1000663,The Love 556,2006,PG-13,128,"Drama, Crime",7.5,,A drama film set in 2006.,George Lucas,"Leonardo DiCaprio, Chris Hemsworth, Timothée Chalamet",185616,97.71
tt1000104,Patton,1993,R,136,"Family, Action",7.5,87.0,A family film set in 1993.,George Lucas,"Harrison Ford, Amy Adams, Jennifer Lawrence, Chris Hemsworth",424309,
tt1000461,Lost Revolution 354,2003,R,107,Action,7.5,72.0,A action film set in 2003.,Bong Joon-ho,"Gary Oldman, Kate Winslet, Jack Nicholson, Christian Bale",93801,409.04
tt1000353,First Revolution 246,2001,G,112,"Biography, Action",7.5,68.0,A biography film set in 2001.,Hayao Miyazaki,"Anthony Hopkins, Chris Hemsworth, Daniel Day-Lewis, Florence Pugh, Brad Pitt",1000,466.22
tt1000968,First Dreams 861,2017,PG,89,"Crime, Mystery",7.5,71.0,An epic crime tale directed by Pedro Almodóvar.,Pedro Almodóvar,"Mark Ruffalo, Tom Cruise, Brad Pitt, Gary Oldman, Meryl Streep",32071,268.63
tt1000016,Gladiator,1969,PG-13,126,"Romance, Thriller",7.5,,A thrilling romance adventure.,Kathryn Bigelow,"Scarlett Johansson, Brad Pitt, Amy Adams, Johnny Depp",58413,124.6
tt1000326,Last Kingdom 219,2003,G,88,Sci-Fi,7.5,70.0,A thrilling sci-fi adventure.,Quentin Tarantino,"Viola Davis, Tom Hanks, Matt Damon",194599,249.78
tt1000899,Final Revolution 792,2015,NC-17,93,"Family, Romance",7.4,60.0,An epic family tale directed by Guillermo del Toro.,Guillermo del Toro,"Meryl Streep, Florence Pugh, Christian Bale, Daniel Day-Lewis",439503,70.08
tt1000954,An Mission 847,2024,PG,97,Animation,7.4,84.0,A animation film set in 2024.,Edgar Wright,"Zendaya, Florence Pugh, Robert Downey Jr.",110515,236.36
tt1000004,Schindler's List,1972,PG-13,124,Drama,7.4,,An epic drama tale directed by James Cameron.,James Cameron,"Chris Hemsworth, Tom Hanks, Amy Adams, Samuel L. Jackson",2701,214.08
tt1000216,An Quest 109,2024,R,115,"Thriller, Fantasy",7.4,63.0,A critically acclaimed thriller masterpiece.,Christopher Nolan,"Anthony Hopkins, Denzel Washington, Chris Hemsworth, Tom Cruise, Meryl Streep",958796,441.1
tt1000229,Final Revolution 122,2003,PG,112,"Horror, Fantasy, Documentary",7.4,,A thrilling horror adventure.,Steven Spielberg,"Al Pacino, Amy Adams, Brad Pitt, Keanu Reeves",116587,22.84
tt1000228,Last Secrets 121,2024,PG,95,"Mystery, Comedy, Thriller",7.4,65.0,A critically acclaimed mystery masterpiece.,Peter Jackson,"Tom Hanks, Margot Robbie, Gary Oldman, Chris Hemsworth, Kate Winslet",41752,467.18
tt1000814,First Mystery 707,2002,PG,94,"Romance, Sci-Fi",7.4,69.0,A critically acclaimed romance masterpiece.,Akira Kurosawa,"Gary Oldman, Viola Davis, Leonardo DiCaprio",28156,
tt1000826,An Destiny 719,2022,NC-17,93,Fantasy,7.4,80.0,A critically acclaimed fantasy masterpiece.,Ridley Scott,"Margot Robbie, Anthony Hopkins, Daniel Day-Lewis, Tom Hanks, Keanu Reeves",24129,30.77
tt1000203,First Legend 96,2019,PG-13,149,"Action, Family",7.4,,A critically acclaimed action masterpiece.,Peter Jackson,"Harrison Ford, Jack Nicholson, Brad Pitt, Viola Davis, Scarlett Johansson",55084,485.13
tt1000893,An Mystery 786,2005,PG,114,"Comedy, Thriller",7.4,,A comedy film set in 2005.,Christopher Nolan,"Harrison Ford, Edward Norton, Viola Davis",38060,303.01
tt1000873,First Mission 766,2018,G,149,"Action, Animation, Biography",7.4,75.0,A action film set in 2018.,Wes Anderson,"Christian Bale, Al Pacino, Mark Ruffalo",195552,303.56
tt1000896,The Adventures 789,2009,PG-13,135,"Adventure, Documentary, Thriller",7.4,,A thrilling adventure adventure.,Wes Anderson,"Robert Downey Jr., Meryl Streep, Daniel Day-Lewis, Timothée Chalamet, Christian Bale",13029,236.54
tt1000905,Final Destiny 798,2001,PG,77,"Horror, Animation",7.4,72.0,An epic horror tale directed by George Lucas.,George Lucas,"Meryl Streep, Scarlett Johansson, Kate Winslet",225899,
tt1000697,A Mystery 590,2013,PG-13,126,Biography,7.4,,A critically acclaimed biography masterpiece.,Jordan Peele,"Harrison Ford, Daniel Day-Lewis, Scarlett Johansson, Viola Davis, Emma Stone",10848,
tt1000771,Dark Story 664,2005,Not Rated,129,Crime,7.4,,An epic crime tale directed by Alfred Hitchcock.,Alfred Hitchcock,"Johnny Depp, Florence Pugh, Matt Damon, Kate Winslet, Keanu Reeves",112688,314.23
tt1000759,Secret Mystery 652,2022,R,97,"Horror, Sci-Fi",7.4,61.0,A critically acclaimed horror masterpiece.,Frank Darabont,"Daniel Day-Lewis, Brad Pitt, Anthony Hopkins, Jack Nicholson",119836,439.7
tt1000702,First War 595,2002,R,101,"Documentary, Musical",7.4,82.0,A thrilling documentary adventure.,Francis Ford Coppola,"Samuel L. Jackson, Harrison Ford, Morgan Freeman, Tom Hanks",36573,25.84
tt1000746,Last Empire 639,2005,PG-13,111,Sci-Fi,7.4,75.0,A critically acclaimed sci-fi masterpiece.,Ang Lee,"Will Smith, Denzel Washington, Daniel Day-Lewis",70181,430.88
tt1000669,A Revolution 562,2000,PG-13,103,Western,7.4,,A western film set in 2000.,Stanley Kubrick,"Emma Stone, Al Pacino, Morgan Freeman, Matt Damon, Margot Robbie",244349,170.37
tt1000567,A War 460,2010,PG-13,129,Western,7.4,69.0,A western film set in 2010.,James Cameron,"Jack Nicholson, Tom Hanks, Scarlett Johansson, Denzel Washington",316332,33.07
tt1000574,A Story 467,2005,PG,134,"Biography, Horror",7.4,72.0,An epic biography tale directed by Robert Zemeckis.,Robert Zemeckis,"Zendaya, Edward Norton, Natalie Portman",14718,243.36
tt1000289,Lost Chronicles 182,2005,R,126,"Comedy, Fantasy",7.4,66.0,A critically acclaimed comedy masterpiece.,Jordan Peele,"Cate Blanchett, Margot Robbie, Scarlett Johansson, Morgan Freeman",1221153,24.24
tt1000286,Final Journey 179,2014,R,108,"Action, Adventure",7.4,75.0,An epic action tale directed by Stanley Kubrick.,Stanley Kubrick,"Chris Hemsworth, Zendaya, Gary Oldman, Leonardo DiCaprio, Mark Ruffalo",81176,469.66
tt1000298,A Quest 191,2024,PG,147,War,7.4,76.0,A war film set in 2024.,Francis Ford Coppola,"Zendaya, Kate Winslet, Viola Davis, Keanu Reeves",46598,182.83
tt1000657,Secret Legend 550,2006,PG-13,70,"Action, Western",7.4,85.0,An epic action tale directed by Francis Ford Coppola.,Francis Ford Coppola,"Mark Ruffalo, Scarlett Johansson, Zendaya, Leonardo DiCaprio",80186,273.49
tt1000637,First Legend 530,2023,PG-13,164,"Mystery, Adventure",7.4,81.0,A thrilling mystery adventure.,Spike Lee,"Keanu Reeves, Robert De Niro, Margot Robbie, Meryl Streep",126914,
tt1000633,An Dreams 526,2023,PG,114,"War, Documentary",7.4,74.0,A war film set in 2023.,Jordan Peele,"Zendaya, Robert Downey Jr., Christian Bale",36289,
tt1000654,An Adventures 547,2003,PG-13,130,Documentary,7.4,,A thrilling documentary adventure.,Robert Zemeckis,"Daniel Day-Lewis, Leonardo DiCaprio, Robert Downey Jr., Morgan Freeman",137779,217.85
tt1000280,Secret Dreams 173,2014,PG,119,Mystery,7.4,,An epic mystery tale directed by Martin Scorsese.,Martin Scorsese,"Morgan Freeman, Natalie Portman, Tom Cruise, Emma Stone",11113,
tt1000257,First Secrets 150,2019,PG,108,"Musical, Action",7.4,73.0,A thrilling musical adventure.,Ridley Scott,"Leonardo DiCaprio, Johnny Depp, Kate Winslet, Harrison Ford, Robert Downey Jr.",257514,
tt1000105,Midnight Cowboy,1981,PG,120,"Sci-Fi, Thriller, Western",7.4,80.0,A thrilling sci-fi adventure.,David Fincher,"Cate Blanchett, Brad Pitt, Meryl Streep",22556,270.63
tt1000709,Last Mission 602,2008,PG-13,142,Crime,7.4,62.0,A crime film set in 2008.,Park Chan-wook,"Leonardo DiCaprio, Tom Cruise, Scarlett Johansson, Cate Blanchett, Florence Pugh",175831,367.09
tt1000109,Lost Mission 2,1991,R,135,"Horror, Musical",7.4,72.0,A critically acclaimed horror masterpiece.,Alfred Hitchcock,"Brad Pitt, Chris Hemsworth, Kate Winslet",153663,246.13
tt1000664,Dark War 557,2008,PG-13,143,Horror,7.4,,A horror film set in 2008.,Sam Mendes,"Samuel L. Jackson, Will Smith, Denzel Washington",101434,16.37
tt1000528,The Mission 421,2001,PG-13,128,Adventure,7.4,,A critically acclaimed adventure masterpiece.,Christopher Nolan,"Edward Norton, Emma Stone, Mark Ruffalo, Samuel L. Jackson",78015,
tt1000148,Lost Mystery 41,1996,PG,93,"Family, Animation",7.4,,An epic family tale directed by Wes Anderson.,Wes Anderson,"Timothée Chalamet, Florence Pugh, Robert Downey Jr.",103766,154.02
tt1000427,Secret Quest 320,2002,NC-17,116,"Documentary, Comedy, Horror",7.4,80.0,An epic documentary tale directed by Alfred Hitchcock.,Alfred Hitchcock,"Robert De Niro, Florence Pugh, Meryl Streep",251463,50.39
tt1000312,Secret Empire 205,2020,PG-13,99,Comedy,7.4,,A comedy film set in 2020.,Taika Waititi,"Amy Adams, Edward Norton, Samuel L. Jackson, Morgan Freeman, Florence Pugh",86310,68.48
tt1000486,Last Mystery 379,2022,PG-13,145,"Documentary, Adventure",7.4,76.0,A documentary film set in 2022.,Peter Jackson,"Edward Norton, Anthony Hopkins, Tom Hanks, Jennifer Lawrence",48645,360.08
tt1000121,Secret Quest 14,1990,PG-13,128,Adventure,7.4,,A thrilling adventure adventure.,David Fincher,"Al Pacino, Brad Pitt, Edward Norton, Daniel Day-Lewis",32799,6.39
tt1000155,Final Destiny 48,1980,PG-13,115,Drama,7.4,79.0,An epic drama tale directed by Sam Mendes.,Sam Mendes,"Mark Ruffalo, Al Pacino, Chris Hemsworth, Natalie Portman, Zendaya",111907,168.75
tt1000141,First Mission 34,1987,PG-13,139,"Western, Sci-Fi, Documentary",7.4,68.0,An epic western tale directed by Hayao Miyazaki.,Hayao Miyazaki,"Mark Ruffalo, Margot Robbie, Natalie Portman, Cate Blanchett",279881,289.26
tt1000332,Lost Mission 225,2002,G,155,Adventure,7.4,81.0,A thrilling adventure adventure.,Jordan Peele,"Emma Stone, Edward Norton, Keanu Reeves",25418,
tt1000407,The Love 300,2022,NC-17,126,"Western, Drama",7.4,75.0,A thrilling western adventure.,Quentin Tarantino,"Edward Norton, Gary Oldman, Will Smith, Morgan Freeman",111379,311.08
tt1000142,An Kingdom 35,1991,PG-13,100,Adventure,7.4,,A critically acclaimed adventure masterpiece.,Jordan Peele,"Morgan Freeman, Zendaya, Mark Ruffalo, Amy Adams, Gary Oldman",292914,
tt1000144,First Mission 37,1989,PG-13,114,"Western, Thriller",7.4,,A critically acclaimed western masterpiece.,Robert Zemeckis,"Mark Ruffalo, Anthony Hopkins, Jennifer Lawrence",342049,164.65
tt1000344,The Mission 237,2000,R,127,Action,7.4,66.0,A action film set in 2000.,Coen Brothers,"Mark Ruffalo, Anthony Hopkins, Chris Hemsworth, Florence Pugh",29004,272.04
tt1000971,An Chronicles 864,2009,PG-13,135,"Fantasy, Sci-Fi",7.4,,An epic fantasy tale directed by Alfred Hitchcock.,Alfred Hitchcock,"Tom Hanks, Keanu Reeves, Chris Hemsworth, Cate Blanchett",958297,393.93
tt1000972,Secret Mission 865,2003,PG-13,116,"Romance, Sci-Fi, War",7.4,79.0,A thrilling romance adventure.,Robert Zemeckis,"Gary Oldman, Tom Hanks, Mark Ruffalo",69362,392.36
tt1000026,The Pianist,1949,PG-13,121,"Family, War, Documentary",7.4,,A family film set in 1949.,Ridley Scott,"Jennifer Lawrence, Samuel L. Jackson, Natalie Portman, Timothée Chalamet",25839,
tt1000012,Saving Private Ryan,1942,NC-17,124,"Musical, Adventure",7.4,79.0,A critically acclaimed musical masterpiece.,Kathryn Bigelow,"Leonardo DiCaprio, Chris Hemsworth, Jack Nicholson",4899,
tt1000582,Final Chronicles 475,2007,PG-13,139,"Fantasy, War",7.3,,A thrilling fantasy adventure.,Stanley Kubrick,"Anthony Hopkins, Jack Nicholson, Will Smith",79568,79.4
tt1000379,Final Journey 272,2015,R,95,Biography,7.3,71.0,An epic biography tale directed by Danny Boyle.,Danny Boyle,"Jennifer Lawrence, Johnny Depp, Tom Cruise, Gary Oldman",171400,257.46
tt1000389,Last Journey 282,2014,PG,131,"Biography, Thriller, War",7.3,69.0,A critically acclaimed biography masterpiece.,Taika Waititi,"Robert Downey Jr., Meryl Streep, Tom Cruise, Johnny Depp, Morgan Freeman",215372,375.78
tt1000295,Dark Journey 188,2000,PG-13,156,"Drama, Western",7.3,80.0,A drama film set in 2000.,Ridley Scott,"Daniel Day-Lewis, Matt Damon, Florence Pugh, Emma Stone, Leonardo DiCaprio",34928,94.93
tt1000261,Lost Story 154,2004,PG,132,Drama,7.3,83.0,A drama film set in 2004.,Steven Spielberg,"Viola Davis, Edward Norton, Brad Pitt",302903,437.64
tt1000573,A Empire 466,2016,PG,111,War,7.3,,A war film set in 2016.,Greta Gerwig,"Jack Nicholson, Johnny Depp, Emma Stone, Morgan Freeman, Jennifer Lawrence",40565,206.1
tt1000662,The Legend 555,2022,R,134,"Family, War",7.3,75.0,A thrilling family adventure.,Denis Villeneuve,"Florence Pugh, Emma Stone, Zendaya",22874,
tt1000136,Lost Kingdom 29,2000,G,122,Family,7.3,59.0,A critically acclaimed family masterpiece.,Stanley Kubrick,"Chris Hemsworth, Keanu Reeves, Mark Ruffalo, Natalie Portman, Emma Stone",174106,124.01
tt1000833,Dark Mission 726,2005,PG,126,"War, Biography",7.3,87.0,A critically acclaimed war masterpiece.,Danny Boyle,"Tom Hanks, Chris Hemsworth, Meryl Streep, Morgan Freeman, Johnny Depp",255832,190.34
tt1000842,Last Love 735,2014,R,128,"Drama, Documentary",7.3,64.0,A thrilling drama adventure.,Akira Kurosawa,"Robert De Niro, Chris Hemsworth, Jennifer Lawrence",1309054,350.03
tt1000837,Lost Destiny 730,2015,PG-13,130,"Action, Romance",7.3,,A critically acclaimed action masterpiece.,Taika Waititi,"Amy Adams, Harrison Ford, Christian Bale, Florence Pugh",40846,
tt1000914,Secret Story 807,2019,PG-13,120,"Musical, Family",7.3,71.0,A critically acclaimed musical masterpiece.,Robert Zemeckis,"Timothée Chalamet, Morgan Freeman, Meryl Streep, Margot Robbie, Jennifer Lawrence",1347,385.4
tt1000708,Dark Legend 601,2010,PG,120,"Adventure, Documentary, Musical",7.3,62.0,A critically acclaimed adventure masterpiece.,Edgar Wright,"Robert De Niro, Timothée Chalamet, Scarlett Johansson",10186,195.21
tt1000563,An Empire 456,2021,R,114,"Drama, Mystery",7.3,77.0,A drama film set in 2021.,Ava DuVernay,"Emma Stone, Margot Robbie, Scarlett Johansson",29367,81.07
tt1000556,Final Destiny 449,2002,PG-13,136,"Crime, Animation, Thriller",7.3,,A thrilling crime adventure.,Steven Spielberg,"Robert De Niro, Viola Davis, Natalie Portman, Gary Oldman",41839,423.87
tt1000488,Dark Empire 381,2012,PG-13,108,"Thriller, Adventure",7.3,86.0,A critically acclaimed thriller masterpiece.,Greta Gerwig,"Viola Davis, Jack Nicholson, Tom Cruise, Zendaya, Robert Downey Jr.",732967,
tt1000778,An Kingdom 671,2005,PG-13,137,"Comedy, Crime",7.3,65.0,A critically acclaimed comedy masterpiece.,Ron Howard,"Leonardo DiCaprio, Meryl Streep, Anthony Hopkins, Natalie Portman, Morgan Freeman",126880,
tt1000482,Final Kingdom 375,2006,PG,109,Action,7.3,59.0,A action film set in 2006.,James Cameron,"Chris Hemsworth, Florence Pugh, Harrison Ford, Christian Bale, Edward Norton",383626,53.03
tt1000886,A Love 779,2004,PG,123,"Western, Horror",7.3,67.0,An epic western tale directed by Bong Joon-ho.,Bong Joon-ho,"Anthony Hopkins, Will Smith, Daniel Day-Lewis",10266,
tt1000231,Lost Adventures 124,2002,R,132,"Musical, Mystery",7.3,81.0,A thrilling musical adventure.,Coen Brothers,"Daniel Day-Lewis, Meryl Streep, Anthony Hopkins, Margot Robbie",37634,477.8
tt1000769,Dark Love 662,2008,Not Rated,116,"Fantasy, Biography",7.3,,A fantasy film set in 2008.,Stanley Kubrick,"Kate Winslet, Jack Nicholson, Tom Cruise, Samuel L. Jackson",226722,100.44
tt1000522,Secret Revolution 415,2004,PG,121,"Musical, Comedy",7.3,,An epic musical tale directed by Ang Lee.,Ang Lee,"Will Smith, Johnny Depp, Al Pacino, Margot Robbie, Brad Pitt",5745,201.39
tt1000305,Secret War 198,2024,PG-13,125,"Drama, Documentary",7.3,,A drama film set in 2024.,Kathryn Bigelow,"Robert Downey Jr., Johnny Depp, Kate Winslet, Timothée Chalamet",79214,234.44
tt1000470,A Mission 363,2010,R,146,"Thriller, Biography, Sci-Fi",7.3,,A thrilling thriller adventure.,Edgar Wright,"Leonardo DiCaprio, Chris Hemsworth, Denzel Washington, Harrison Ford, Cate Blanchett",118637,
tt1000473,Final Kingdom 366,2022,R,130,Romance,7.3,,An epic romance tale directed by Edgar Wright.,Edgar Wright,"Timothée Chalamet, Johnny Depp, Natalie Portman",299168,319.23
tt1000808,A Legend 701,2006,R,89,"Documentary, Drama",7.3,,A critically acclaimed documentary masterpiece.,Clint Eastwood,"Christian Bale, Robert De Niro, Denzel Washington, Viola Davis",141221,413.99
tt1000805,A Destiny 698,2006,G,125,"Adventure, Comedy, Documentary",7.3,64.0,A critically acclaimed adventure masterpiece.,Wes Anderson,"Denzel Washington, Al Pacino, Anthony Hopkins",99796,
